,Facility/HHS Code,Facility/HHS Desc,Last Month in QTR,Triage Category,Number of Attendances,Variation in the number of attendances (%),Patients Seen within clinically recommended times (%),Median Waiting time to treatment (minutes),Patients who did not wait for treatment (%),Patients admitted from the Emergency Department (%),Admissions to hospital within 4 hours (%),Patients whose ED stay was within 4 hours (%),Number of patients who left after treatment commenced,Percentage of patients who left after treatment commenced (%),Number of patients who did not wait for treatment,Median Wait Traffic Light
449,174,Proserpine Hospital,Sep-23,ALL,4779,6,88.0,13,3,11,39,82,45,1,149,1
450,175,Sarina Hospital,Sep-23,1,1,0,100.0,2,-,-,,100,0,-,0,-
451,175,Sarina Hospital,Sep-23,2,101,0,86.0,0,-,28,96,92,0,-,0,1
452,175,Sarina Hospital,Sep-23,3,370,2,93.0,5,1,8,97,96,3,1,2,1
453,175,Sarina Hospital,Sep-23,4,621,32,97.0,5,1,3,94,99,0,-,5,1
454,175,Sarina Hospital,Sep-23,5,179,-39,99.0,9,2,1,100,99,0,-,4,1
455,175,Sarina Hospital,Sep-23,ALL,1272,4,95.0,5,1,6,96,97,3,0,11,1
456,176,Dysart Hospital,Sep-23,1,2,-,50.0,2,-,100,100,100,0,-,0,-
457,176,Dysart Hospital,Sep-23,2,63,3,97.0,0,-,59,95,94,1,2,0,1
458,176,Dysart Hospital,Sep-23,3,200,10,96.0,0,1,34,96,96,1,1,2,1
459,176,Dysart Hospital,Sep-23,4,249,1,98.0,0,3,6,100,98,1,0,7,1
460,176,Dysart Hospital,Sep-23,5,103,-3,100.0,5,4,-,,100,0,-,4,1
461,176,Dysart Hospital,Sep-23,ALL,617,4,97.0,0,2,20,96,97,3,0,13,1
462,191,Ayr Hospital,Sep-23,1,10,-9,100.0,0,-,30,67,70,0,-,0,1
463,191,Ayr Hospital,Sep-23,2,191,-13,100.0,0,1,36,61,71,2,1,1,1
464,191,Ayr Hospital,Sep-23,3,1001,6,92.0,0,1,20,65,85,5,0,6,1
465,191,Ayr Hospital,Sep-23,4,1877,18,95.0,0,2,5,64,96,2,0,38,1
466,191,Ayr Hospital,Sep-23,5,517,44,99.0,1,8,2,75,98,1,0,39,1
467,191,Ayr Hospital,Sep-23,ALL,3596,15,95.0,0,2,10,64,92,10,0,84,1
468,192,Bowen Hospital,Sep-23,1,16,33,100.0,0,-,44,29,38,1,6,0,1
469,192,Bowen Hospital,Sep-23,2,283,43,89.0,0,-,31,41,50,9,3,0,1
470,192,Bowen Hospital,Sep-23,3,1116,20,88.0,2,2,16,31,73,12,1,22,1
471,192,Bowen Hospital,Sep-23,4,1892,8,93.0,2,4,3,27,92,2,0,74,1
472,192,Bowen Hospital,Sep-23,5,582,56,99.0,1,4,0,-,97,0,-,22,1
473,192,Bowen Hospital,Sep-23,ALL,3889,19,92.0,2,3,8,33,84,24,1,118,1
474,193,Charters Towers Hospital,Sep-23,1,7,-42,100.0,0,-,29,100,100,0,-,0,-
475,193,Charters Towers Hospital,Sep-23,2,173,-15,97.0,1,-,40,96,91,5,3,0,1
476,193,Charters Towers Hospital,Sep-23,3,638,10,89.0,6,1,33,95,95,7,1,8,1
477,193,Charters Towers Hospital,Sep-23,4,1254,29,92.0,10,4,9,91,97,4,0,46,1
478,193,Charters Towers Hospital,Sep-23,5,751,61,97.0,7,5,1,100,99,3,0,39,1
479,193,Charters Towers Hospital,Sep-23,ALL,2823,26,93.0,7,3,14,94,96,19,1,93,1
480,196,Ingham Hospital,Sep-23,1,8,60,100.0,0,-,38,100,88,0,-,0,-
481,196,Ingham Hospital,Sep-23,2,241,7,95.0,0,0,58,70,72,1,0,1,1
482,196,Ingham Hospital,Sep-23,3,697,-1,87.0,0,1,37,65,76,6,1,8,1
483,196,Ingham Hospital,Sep-23,4,1027,14,91.0,2,4,18,66,88,6,1,42,1
484,196,Ingham Hospital,Sep-23,5,593,49,97.0,4,6,8,82,94,0,-,34,1
485,196,Ingham Hospital,Sep-23,ALL,2566,15,92.0,0,3,25,68,85,13,1,85,1
486,197,Joyce Palmer Health Service,Sep-23,1,8,60,100.0,0,-,50,75,88,0,-,0,-
487,197,Joyce Palmer Health Service,Sep-23,2,135,26,98.0,0,2,45,92,72,10,7,3,1
488,197,Joyce Palmer Health Service,Sep-23,3,492,1,96.0,2,5,21,84,86,23,5,26,1
489,197,Joyce Palmer Health Service,Sep-23,4,668,42,98.0,3,9,9,84,93,13,2,62,1
490,197,Joyce Palmer Health Service,Sep-23,5,384,-1,100.0,3,7,2,100,97,3,1,26,1
491,197,Joyce Palmer Health Service,Sep-23,ALL,1687,16,98.0,3,7,14,87,90,49,3,117,1
492,200,Townsville University Hospital,Sep-23,1,187,-1,100.0,0,-,86,61,58,0,-,0,1
493,200,Townsville University Hospital,Sep-23,2,3736,13,77.0,4,0,44,33,50,139,4,8,1
494,200,Townsville University Hospital,Sep-23,3,13679,14,74.0,15,3,30,28,54,660,5,444,1
495,200,Townsville University Hospital,Sep-23,4,7172,-6,80.0,23,5,16,31,71,276,4,386,3
496,200,Townsville University Hospital,Sep-23,5,523,-3,96.0,24,8,5,40,90,16,3,41,3
497,200,Townsville University Hospital,Sep-23,ALL,25297,7,76.0,15,3,28,30,59,1091,4,879,1
498,201,Royal Brisbane & Women's Hospital,Sep-23,1,211,33,100.0,0,0,82,59,56,3,1,1,1
499,201,Royal Brisbane & Women's Hospital,Sep-23,2,3934,1,62.0,10,1,57,32,40,109,3,44,1
500,201,Royal Brisbane & Women's Hospital,Sep-23,3,7767,1,45.0,35,3,45,27,38,208,3,262,3
501,201,Royal Brisbane & Women's Hospital,Sep-23,4,7874,4,65.0,40,6,26,24,48,209,3,503,3
502,201,Royal Brisbane & Women's Hospital,Sep-23,5,2064,16,90.0,33,12,8,29,74,58,3,253,3
503,201,Royal Brisbane & Women's Hospital,Sep-23,ALL,21850,4,60.0,30,5,37,29,46,587,3,1063,3
504,202,Queensland Children's Hospital,Sep-23,1,94,-5,100.0,1,-,83,51,55,0,-,0,1
505,202,Queensland Children's Hospital,Sep-23,2,2513,-8,88.0,7,-,61,50,60,0,-,0,1
506,202,Queensland Children's Hospital,Sep-23,3,6696,-5,75.0,15,1,31,33,57,88,1,72,1
507,202,Queensland Children's Hospital,Sep-23,4,8097,-13,84.0,18,3,12,32,70,148,2,265,2
508,202,Queensland Children's Hospital,Sep-23,5,1540,-3,94.0,23,5,5,41,81,24,2,80,3
509,202,Queensland Children's Hospital,Sep-23,ALL,18940,-9,82.0,14,2,25,39,65,260,1,417,1
510,211,Atherton Hospital,Sep-23,1,25,14,100.0,0,-,44,82,76,0,-,0,1
511,211,Atherton Hospital,Sep-23,2,491,5,59.0,9,-,42,39,47,7,1,0,1
512,211,Atherton Hospital,Sep-23,3,1463,-3,54.0,28,2,27,32,60,16,1,29,3
513,211,Atherton Hospital,Sep-23,4,2235,4,50.0,61,9,7,42,81,4,0,204,3
514,211,Atherton Hospital,Sep-23,5,743,-7,88.0,23,8,1,89,95,0,-,60,3
515,211,Atherton Hospital,Sep-23,ALL,4957,0,57.0,33,6,16,37,73,27,1,293,3
516,212,Babinda Hospital,Sep-23,1,0,-,,0,,,,,0,,0,-
517,212,Babinda Hospital,Sep-23,2,52,41,100.0,0,-,35,100,96,2,4,0,1
518,212,Babinda Hospital,Sep-23,3,159,34,99.0,0,1,21,88,90,0,-,1,1
519,212,Babinda Hospital,Sep-23,4,292,1,100.0,0,3,8,88,98,1,0,8,1
520,212,Babinda Hospital,Sep-23,5,326,18,100.0,0,2,5,87,99,0,-,8,1
521,212,Babinda Hospital,Sep-23,ALL,829,15,100.0,0,2,11,90,97,3,0,17,1
522,213,Bamaga Hospital,Sep-23,1,6,200,100.0,1,-,83,100,83,0,-,0,-
523,213,Bamaga Hospital,Sep-23,2,87,-18,87.0,3,-,40,97,87,1,1,0,1
524,213,Bamaga Hospital,Sep-23,3,211,-35,90.0,10,1,23,88,91,2,1,2,1
525,213,Bamaga Hospital,Sep-23,4,581,-8,90.0,18,3,5,93,97,1,0,18,2
526,213,Bamaga Hospital,Sep-23,5,590,53,99.0,13,3,1,100,98,1,0,20,1
527,213,Bamaga Hospital,Sep-23,ALL,1475,2,93.0,13,3,8,93,96,5,0,40,1
528,214,Cairns Hospital,Sep-23,1,290,-4,100.0,0,-,86,42,41,2,1,0,1
529,214,Cairns Hospital,Sep-23,2,4335,9,71.0,7,0,54,28,40,71,2,9,1
530,214,Cairns Hospital,Sep-23,3,10497,5,69.0,18,3,38,24,43,433,4,288,2
531,214,Cairns Hospital,Sep-23,4,6625,-7,81.0,23,5,17,29,63,337,5,355,3
532,214,Cairns Hospital,Sep-23,5,816,-22,96.0,20,9,6,49,82,35,4,70,2
533,214,Cairns Hospital,Sep-23,ALL,22563,1,74.0,15,3,34,26,50,878,4,722,1
534,216,Cooktown Hospital,Sep-23,1,5,0,100.0,0,-,40,50,80,0,-,0,-
535,216,Cooktown Hospital,Sep-23,2,113,-37,91.0,0,-,50,82,81,4,4,0,1
536,216,Cooktown Hospital,Sep-23,3,402,4,83.0,10,2,39,82,88,2,0,8,1
537,216,Cooktown Hospital,Sep-23,4,895,7,83.0,24,4,11,78,94,8,1,33,3
538,216,Cooktown Hospital,Sep-23,5,507,-16,93.0,24,6,3,88,96,0,-,28,3
539,216,Cooktown Hospital,Sep-23,ALL,1922,-4,86.0,18,4,17,81,93,14,1,69,2
540,222,Innisfail Hospital,Sep-23,1,24,9,100.0,0,-,54,46,50,0,-,0,1
541,222,Innisfail Hospital,Sep-23,2,397,4,67.0,7,-,53,72,73,3,1,0,1
542,222,Innisfail Hospital,Sep-23,3,1170,1,68.0,17,2,32,62,75,15,1,20,2
543,222,Innisfail Hospital,Sep-23,4,1883,-4,66.0,36,7,8,59,83,38,2,130,3
544,222,Innisfail Hospital,Sep-23,5,928,9,86.0,33,10,10,71,90,4,0,90,3
545,222,Innisfail Hospital,Sep-23,ALL,4402,0,71.0,22,5,19,65,81,60,1,240,2
546,223,Mareeba Hospital,Sep-23,1,90,88,99.0,0,-,36,66,59,1,1,0,1
547,223,Mareeba Hospital,Sep-23,2,540,-7,75.0,7,-,36,49,66,7,1,0,1
548,223,Mareeba Hospital,Sep-23,3,1559,7,75.0,17,1,20,54,79,16,1,13,2
549,223,Mareeba Hospital,Sep-23,4,2323,11,77.0,28,3,5,47,91,36,2,79,3
550,223,Mareeba Hospital,Sep-23,5,1421,-6,93.0,29,4,1,73,96,23,2,56,3
551,223,Mareeba Hospital,Sep-23,ALL,5933,4,80.0,20,2,11,52,86,83,1,148,2
552,224,Mossman Hospital,Sep-23,1,21,-34,100.0,0,-,33,14,57,2,10,0,1
553,224,Mossman Hospital,Sep-23,2,423,3,61.0,9,1,39,18,48,6,1,6,1
554,224,Mossman Hospital,Sep-23,3,951,-4,58.0,27,2,22,30,71,12,1,16,3
555,224,Mossman Hospital,Sep-23,4,1573,9,56.0,54,10,7,32,85,6,0,161,3
556,224,Mossman Hospital,Sep-23,5,1115,1,76.0,52,7,3,59,91,1,0,73,3
557,224,Mossman Hospital,Sep-23,ALL,4083,3,62.0,34,6,13,28,79,27,1,256,3
558,226,Thursday Island Hospital,Sep-23,1,6,0,100.0,0,-,50,33,33,0,-,0,-
559,226,Thursday Island Hospital,Sep-23,2,160,22,99.0,0,1,42,66,66,2,1,1,1
560,226,Thursday Island Hospital,Sep-23,3,315,26,98.0,3,0,23,68,79,8,3,1,1
561,226,Thursday Island Hospital,Sep-23,4,616,16,99.0,5,3,4,76,92,1,0,17,1
562,226,Thursday Island Hospital,Sep-23,5,417,-14,100.0,4,3,3,77,94,2,0,14,1
563,226,Thursday Island Hospital,Sep-23,ALL,1514,8,99.0,3,2,12,68,87,13,1,33,1
564,227,Tully Hospital,Sep-23,1,15,-6,100.0,0,-,27,50,60,0,-,0,1
565,227,Tully Hospital,Sep-23,2,169,-18,88.0,0,-,32,48,62,4,2,0,1
566,227,Tully Hospital,Sep-23,3,578,-11,86.0,0,1,15,45,76,16,3,4,1
567,227,Tully Hospital,Sep-23,4,1171,-14,83.0,9,4,4,50,91,9,1,47,1
568,227,Tully Hospital,Sep-23,5,365,-4,96.0,15,8,1,100,96,1,0,28,1
569,227,Tully Hospital,Sep-23,ALL,2298,-12,86.0,5,3,8,48,86,30,1,79,1
570,228,Weipa Hospital,Sep-23,1,7,17,100.0,0,-,14,100,43,0,-,0,-
571,228,Weipa Hospital,Sep-23,2,156,12,69.0,5,-,54,73,73,1,1,0,1
572,228,Weipa Hospital,Sep-23,3,433,22,74.0,15,2,21,67,85,6,1,8,1
573,228,Weipa Hospital,Sep-23,4,1021,10,73.0,31,6,6,71,93,5,0,59,3
574,228,Weipa Hospital,Sep-23,5,375,-42,91.0,32,7,4,71,95,1,0,26,3
575,228,Weipa Hospital,Sep-23,ALL,1992,-4,76.0,24,5,13,70,90,13,1,93,3
576,243,Cloncurry Hospital,Sep-23,1,5,67,100.0,0,-,60,33,40,0,-,0,-
577,243,Cloncurry Hospital,Sep-23,2,106,108,89.0,3,1,49,83,85,2,2,1,1
578,243,Cloncurry Hospital,Sep-23,3,283,53,89.0,6,4,25,86,88,3,1,10,1
579,243,Cloncurry Hospital,Sep-23,4,535,17,86.0,14,5,6,82,89,5,1,29,1
580,243,Cloncurry Hospital,Sep-23,5,517,13,93.0,18,9,3,100,94,0,-,45,2
581,243,Cloncurry Hospital,Sep-23,ALL,1446,25,89.0,10,6,12,84,90,10,1,85,1
582,245,Julia Creek Hospital,Sep-23,1,0,-100,,0,,,,,0,,0,-
583,245,Julia Creek Hospital,Sep-23,2,14,56,100.0,0,-,7,100,43,0,-,0,1
584,245,Julia Creek Hospital,Sep-23,3,54,-18,94.0,0,-,4,50,70,0,-,0,1
585,245,Julia Creek Hospital,Sep-23,4,97,-5,95.0,2,2,2,-,91,0,-,2,1
586,245,Julia Creek Hospital,Sep-23,5,229,-2,99.0,2,-,-,,99,0,-,0,1
587,245,Julia Creek Hospital,Sep-23,ALL,394,-4,97.0,1,1,1,40,91,0,-,2,1
588,246,Mount Isa Base Hospital,Sep-23,1,34,113,100.0,0,-,74,44,38,0,-,0,1
589,246,Mount Isa Base Hospital,Sep-23,2,840,26,88.0,4,0,48,42,59,18,2,3,1
590,246,Mount Isa Base Hospital,Sep-23,3,2807,11,80.0,12,3,22,37,73,85,3,91,1
591,246,Mount Isa Base Hospital,Sep-23,4,3381,-5,82.0,22,6,7,39,90,65,2,216,2
592,246,Mount Isa Base Hospital,Sep-23,5,1121,33,96.0,23,7,2,52,96,20,2,82,3
593,246,Mount Isa Base Hospital,Sep-23,ALL,8183,7,84.0,14,5,16,39,82,188,2,392,1
594,247,Normanton Hospital,Sep-23,1,4,33,100.0,0,-,50,100,50,0,-,0,-
595,247,Normanton Hospital,Sep-23,2,48,-13,96.0,0,-,50,88,81,2,4,0,1
596,247,Normanton Hospital,Sep-23,3,230,-5,95.0,0,1,37,88,87,1,0,3,1
597,247,Normanton Hospital,Sep-23,4,373,45,98.0,0,3,14,91,92,4,1,12,1
598,247,Normanton Hospital,Sep-23,5,142,-19,99.0,1,-,6,88,97,0,-,0,1
599,247,Normanton Hospital,Sep-23,ALL,797,9,97.0,0,2,21,89,91,7,1,15,1
600,249,Mornington Island Hospital,Sep-23,1,3,200,100.0,0,-,-,,-,0,-,0,-
601,249,Mornington Island Hospital,Sep-23,2,100,213,92.0,1,3,14,71,67,10,10,3,1
602,249,Mornington Island Hospital,Sep-23,3,273,19,98.0,5,4,10,78,85,9,3,10,1
603,249,Mornington Island Hospital,Sep-23,4,556,17,100.0,5,6,3,71,92,12,2,34,1
604,249,Mornington Island Hospital,Sep-23,5,164,-17,100.0,5,3,-,,98,0,-,5,1
605,249,Mornington Island Hospital,Sep-23,ALL,1096,17,99.0,4,5,5,75,88,31,3,52,1
606,252,Doomadgee Hospital,Sep-23,1,2,100,100.0,0,-,-,,50,0,-,0,-
607,252,Doomadgee Hospital,Sep-23,2,119,75,89.0,2,2,19,52,58,9,8,2,1
608,252,Doomadgee Hospital,Sep-23,3,322,-5,85.0,7,4,11,62,78,13,4,14,1
609,252,Doomadgee Hospital,Sep-23,4,677,-14,90.0,13,10,3,53,89,7,1,65,1
610,252,Doomadgee Hospital,Sep-23,5,832,-1,97.0,14,7,1,29,95,9,1,58,1
611,252,Doomadgee Hospital,Sep-23,ALL,1952,-4,92.0,10,7,4,54,88,38,2,139,1
612,934,Robina Hospital,Sep-23,1,137,96,100.0,1,-,53,51,47,1,1,0,1
613,934,Robina Hospital,Sep-23,2,3439,18,60.0,9,0,43,40,49,135,4,8,1
614,934,Robina Hospital,Sep-23,3,7790,-6,78.0,14,2,39,33,46,415,5,174,1
615,934,Robina Hospital,Sep-23,4,3709,-8,85.0,16,4,17,38,65,207,6,164,1
616,934,Robina Hospital,Sep-23,5,354,0,96.0,14,9,8,66,82,31,9,31,1
617,934,Robina Hospital,Sep-23,ALL,15429,-2,76.0,12,2,34,36,52,789,5,377,1
618,936,Gold Coast University Hospital,Sep-23,1,601,28,100.0,1,-,76,51,50,4,1,0,1
619,936,Gold Coast University Hospital,Sep-23,2,7971,9,64.0,8,0,43,22,35,278,3,34,1
620,936,Gold Coast University Hospital,Sep-23,3,14505,-1,75.0,12,2,34,21,39,844,6,359,1
621,936,Gold Coast University Hospital,Sep-23,4,7254,4,85.0,11,5,12,23,62,536,7,349,1
622,936,Gold Coast University Hospital,Sep-23,5,551,11,92.0,15,10,5,37,78,40,7,53,1
623,936,Gold Coast University Hospital,Sep-23,ALL,30882,4,75.0,10,3,32,23,44,1702,6,795,1
624,99999,Queensland,Sep-23,1,4972,10,100.0,0,0,73,45,46,56,1,2,1
625,99999,Queensland,Sep-23,2,100176,9,68.0,8,0,53,41,48,2956,3,345,1
626,99999,Queensland,Sep-23,3,241959,3,68.0,18,2,36,35,52,12507,5,5640,2
627,99999,Queensland,Sep-23,4,180511,1,79.0,21,5,12,39,75,7368,4,8671,2
628,99999,Queensland,Sep-23,5,47949,4,93.0,17,6,4,61,91,961,2,3057,2
629,99999,Queensland,Sep-23,ALL,575567,3,73.0,15,3,29,38,62,23848,4,17715,1
0,1,Mater Hospital Brisbane Public,JUN 2021,2,2082,-56.28805374763804,11.0,49.98,53.94,59.22,65.90,47,2.26,7,0.34,
1,1,Mater Hospital Brisbane Public,JUN 2021,3,6204,23.389021479713605,50.0,37.63,46.57,53.17,60.69,200,3.22,167,2.69,
2,1,Mater Hospital Brisbane Public,JUN 2021,4,4141,38.21762349799733,60.0,50.39,23.13,60.33,75.25,176,4.25,248,5.99,
3,1,Mater Hospital Brisbane Public,JUN 2021,5,748,65.48672566371681,59.0,79.32,6.82,66.67,88.50,31,4.14,99,13.24,
4,1,Mater Hospital Brisbane Public,JUN 2021,ALL,13238,-0.1131819210744737,43.0,45.97,38.35,55.96,67.59,454,3.43,521,3.94,
5,4,The Prince Charles Hospital,JUN 2021,1,102,45.714285714285715,0.0,100.00,69.61,60.56,53.92,0,0.00,0,0.00,
6,4,The Prince Charles Hospital,JUN 2021,2,4118,22.632519356759975,8.0,64.08,61.10,45.99,54.30,31,0.75,16,0.39,
7,4,The Prince Charles Hospital,JUN 2021,3,11862,26.37971446835713,42.0,41.21,40.85,37.54,53.96,105,0.89,490,4.13,
8,4,The Prince Charles Hospital,JUN 2021,4,9950,48.52963128825198,32.0,70.23,12.59,45.97,82.43,43,0.43,489,4.91,
9,4,The Prince Charles Hospital,JUN 2021,5,10785,66.46087359160364,13.0,96.69,3.37,93.11,98.79,7,0.06,106,0.98,
10,4,The Prince Charles Hospital,JUN 2021,ALL,36817,41.64742997845491,24.0,68.26,24.58,43.46,74.82,186,0.51,1101,2.99,
11,11,Princess Alexandra Hospital,JUN 2021,1,617,-5.945121951219512,1.0,100.00,91.41,56.91,56.24,5,0.81,0,0.00,
12,11,Princess Alexandra Hospital,JUN 2021,2,3809,9.328358208955224,9.0,58.21,75.93,35.03,37.94,89,2.34,12,0.32,
13,11,Princess Alexandra Hospital,JUN 2021,3,7135,5.641101569440332,17.0,69.83,62.27,43.55,49.11,333,4.67,60,0.84,
14,11,Princess Alexandra Hospital,JUN 2021,4,3256,21.76514584891548,16.0,90.86,38.18,52.37,65.54,205,6.30,43,1.32,
15,11,Princess Alexandra Hospital,JUN 2021,5,1240,47.61904761904761,7.0,99.06,15.08,67.91,88.31,46,3.71,32,2.58,
16,11,Princess Alexandra Hospital,JUN 2021,ALL,16057,11.445030538589672,13.0,74.67,58.10,43.38,53.09,678,4.22,147,0.92,
17,15,Ipswich Hospital,JUN 2021,1,190,24.18300653594771,0.0,100.00,77.37,17.69,24.21,0,0.00,0,0.00,
18,15,Ipswich Hospital,JUN 2021,2,4335,24.42594718714122,11.0,48.57,64.34,38.40,42.21,147,3.39,11,0.25,
19,15,Ipswich Hospital,JUN 2021,3,9364,19.028854709546206,30.0,50.97,39.26,26.52,42.93,860,9.18,374,3.99,
20,15,Ipswich Hospital,JUN 2021,4,3705,9.324284449690174,36.0,66.67,18.35,31.03,62.91,269,7.26,252,6.80,
21,15,Ipswich Hospital,JUN 2021,5,518,12.854030501089326,37.0,85.19,7.14,35.14,76.83,33,6.37,57,11.00,
22,15,Ipswich Hospital,JUN 2021,ALL,18112,17.978113600833765,23.0,54.92,40.46,31.33,47.62,1309,7.23,694,3.83,
23,16,Redcliffe Hospital,JUN 2021,1,77,-29.357798165137616,0.0,100.00,81.82,44.44,44.16,0,0.00,0,0.00,
24,16,Redcliffe Hospital,JUN 2021,2,2252,29.79827089337176,6.0,75.47,65.36,49.66,53.42,44,1.95,2,0.09,
25,16,Redcliffe Hospital,JUN 2021,3,7784,25.670003228931222,37.0,44.16,43.18,33.32,46.93,276,3.55,309,3.97,
26,16,Redcliffe Hospital,JUN 2021,4,5695,10.346832009300524,52.0,55.31,20.40,43.03,68.83,206,3.62,396,6.95,
27,16,Redcliffe Hospital,JUN 2021,5,5688,46.97674418604651,25.0,96.64,0.67,52.63,98.07,25,0.44,106,1.86,
28,16,Redcliffe Hospital,JUN 2021,ALL,21496,25.935907200187476,29.0,64.78,28.36,39.35,66.93,551,2.56,813,3.78,
29,22,Queen Elizabeth II Jubilee Hospital,JUN 2021,1,211,263.7931034482759,0.0,100.00,77.25,36.20,39.34,4,1.90,0,0.00,
30,22,Queen Elizabeth II Jubilee Hospital,JUN 2021,2,3021,32.21006564551422,7.0,78.17,70.47,50.73,51.31,60,1.99,0,0.00,
31,22,Queen Elizabeth II Jubilee Hospital,JUN 2021,3,7810,22.088478974519308,22.0,60.37,43.11,38.58,45.65,683,8.75,165,2.11,
32,22,Queen Elizabeth II Jubilee Hospital,JUN 2021,4,4375,15.55731642894876,32.0,70.86,15.68,47.67,65.46,417,9.53,149,3.41,
33,22,Queen Elizabeth II Jubilee Hospital,JUN 2021,5,284,39.90147783251231,50.0,83.33,4.58,92.31,79.93,26,9.15,16,5.63,
34,22,Queen Elizabeth II Jubilee Hospital,JUN 2021,ALL,15701,23.348259879016418,17.0,67.69,40.49,43.68,52.79,1190,7.58,330,2.10,
35,28,Redland Hospital,JUN 2021,1,162,95.18072289156626,0.0,100.00,61.11,26.26,34.57,1,0.62,0,0.00,
36,28,Redland Hospital,JUN 2021,2,2578,25.450121654501217,8.0,66.28,59.81,59.47,56.83,50,1.94,6,0.23,
37,28,Redland Hospital,JUN 2021,3,7568,21.86795491143317,19.0,62.12,39.32,59.01,62.26,151,2.00,228,3.01,
38,28,Redland Hospital,JUN 2021,4,3771,19.259962049335865,26.5,70.50,15.75,73.57,82.63,47,1.25,133,3.53,
39,28,Redland Hospital,JUN 2021,5,453,17.96875,23.0,91.71,4.86,81.82,92.94,3,0.66,24,5.30,
40,28,Redland Hospital,JUN 2021,ALL,14532,22.179250042038003,15.0,66.35,36.01,60.27,67.23,252,1.73,391,2.69,
41,29,Logan Hospital,JUN 2021,1,215,-27.60942760942761,0.0,100.00,74.42,23.13,32.56,6,2.79,0,0.00,
42,29,Logan Hospital,JUN 2021,2,7113,35.511526004953325,10.0,50.79,64.87,62.90,60.34,216,3.04,50,0.70,
43,29,Logan Hospital,JUN 2021,3,12324,28.66986844852788,28.0,53.09,47.44,59.41,61.08,630,5.11,345,2.80,
44,29,Logan Hospital,JUN 2021,4,5812,29.414384324203965,31.0,68.40,19.13,59.44,73.45,286,4.92,337,5.80,
45,29,Logan Hospital,JUN 2021,5,732,21.59468438538206,25.0,88.13,7.79,73.68,86.20,24,3.28,63,8.61,
46,29,Logan Hospital,JUN 2021,ALL,26196,29.574120789434634,21.0,57.04,45.00,60.35,64.09,1162,4.44,795,3.03,
47,30,Caboolture Hospital,JUN 2021,1,84,31.25,0.0,100.00,75.00,33.33,29.76,0,0.00,0,0.00,
48,30,Caboolture Hospital,JUN 2021,2,3207,31.542247744052503,6.0,76.18,65.20,39.45,44.22,105,3.27,18,0.56,
49,30,Caboolture Hospital,JUN 2021,3,8660,16.36656812684762,21.0,63.00,43.53,31.19,47.30,637,7.36,380,4.39,
50,30,Caboolture Hospital,JUN 2021,4,3466,31.586940015186027,24.0,81.09,19.36,39.94,68.70,238,6.87,250,7.21,
51,30,Caboolture Hospital,JUN 2021,5,297,26.923076923076923,24.0,93.78,9.43,35.71,82.83,16,5.39,29,9.76,
52,30,Caboolture Hospital,JUN 2021,ALL,15714,22.650640024976582,17.0,70.32,42.15,34.73,51.97,996,6.34,677,4.31,
53,32,Sunshine Coast University Hospital,JUN 2021,1,198,13.793103448275863,0.0,100.00,84.85,43.45,42.93,1,0.51,0,0.00,
54,32,Sunshine Coast University Hospital,JUN 2021,2,4303,24.580196873190502,8.0,64.87,61.72,38.70,42.20,60,1.39,2,0.05,
55,32,Sunshine Coast University Hospital,JUN 2021,3,10120,30.68181818181818,18.0,65.49,42.29,31.07,46.83,297,2.93,175,1.73,
56,32,Sunshine Coast University Hospital,JUN 2021,4,5979,32.89619915536786,26.0,75.04,17.98,39.44,69.58,251,4.20,227,3.80,
57,32,Sunshine Coast University Hospital,JUN 2021,5,716,26.056338028169016,31.0,92.13,5.73,53.66,84.36,24,3.35,46,6.42,
58,32,Sunshine Coast University Hospital,JUN 2021,ALL,21316,29.66725469919095,16.0,69.16,38.56,35.00,53.50,633,2.97,450,2.11,
59,41,Beaudesert Hospital,JUN 2021,1,3,-25.0,1.0,100.00,0.00,-,33.33,0,0.00,0,0.00,
60,41,Beaudesert Hospital,JUN 2021,2,371,57.87234042553191,6.0,78.80,16.71,38.71,69.54,3,0.81,0,0.00,
61,41,Beaudesert Hospital,JUN 2021,3,1052,27.515151515151516,9.0,93.17,10.17,30.84,79.56,21,2.00,10,0.95,
62,41,Beaudesert Hospital,JUN 2021,4,1749,22.9957805907173,8.0,96.52,4.69,30.49,90.39,55,3.14,53,3.03,
63,41,Beaudesert Hospital,JUN 2021,5,469,25.066666666666666,5.0,99.07,3.84,66.67,95.31,11,2.35,22,4.69,
64,41,Beaudesert Hospital,JUN 2021,ALL,3644,27.368053128276824,8.0,94.00,7.38,34.94,85.73,90,2.47,85,2.33,
65,42,Boonah Hospital,JUN 2021,1,3,0.0,0.0,100.00,66.67,100.00,100.00,0,0.00,0,0.00,
66,42,Boonah Hospital,JUN 2021,2,84,50.0,0.0,96.39,44.05,97.30,92.86,0,0.00,1,1.19,
67,42,Boonah Hospital,JUN 2021,3,264,17.857142857142858,0.0,98.48,28.03,90.54,89.02,0,0.00,0,0.00,
68,42,Boonah Hospital,JUN 2021,4,398,28.387096774193548,0.0,98.45,6.28,92.00,93.72,5,1.26,10,2.51,
69,42,Boonah Hospital,JUN 2021,5,89,178.125,0.0,100.00,6.74,100.00,96.63,1,1.12,4,4.49,
70,42,Boonah Hospital,JUN 2021,ALL,838,34.72668810289389,0.0,98.42,17.18,93.06,92.48,6,0.72,15,1.79,
